2.999999999999999889e-01 6.297435953168753767e+05
3.187794766523866508e-01 4.748941418637742754e+05
3.375589533047733126e-01 3.637118759698452777e+05
3.563384299571599745e-01 2.824218296964140027e+05
3.751179066095466363e-01 2.219804153968072787e+05
3.938973832619332982e-01 1.763758687311905087e+05
4.126768599143199046e-01 1.415174975764735136e+05
4.314563365667065664e-01 1.145553038412215392e+05
4.502358132190932283e-01 9.348688057895861857e+04
4.690152898714798901e-01 7.688295046437803830e+04
4.877947665238665520e-01 6.368581000448933628e+04
5.065742431762532139e-01 5.310857187336700008e+04
5.253537198286398757e-01 4.456418382123557240e+04
5.441331964810265376e-01 3.761020610109465633e+04
5.629126731334131994e-01 3.191131617926510080e+04
5.816921497857998613e-01 2.721067099680493629e+04
6.004716264381865232e-01 2.330953770717675798e+04
6.192511030905731850e-01 2.005381903237536608e+04
6.380305797429598469e-01 1.732226485008220698e+04
6.568100563953465088e-01 1.501901180669357200e+04
6.755895330477331706e-01 1.306794978590673782e+04
6.943690097001198325e-01 1.140789041605171587e+04
7.131484863525064943e-01 9.989646416726258394e+03
7.319279630048931562e-01 8.773293186955494093e+03
7.507074396572797070e-01 7.726220888720273251e+03
7.694869163096664799e-01 6.821827859874472779e+03
7.882663929620530308e-01 6.038366011294863711e+03
8.070458696144398036e-01 5.355875638025760964e+03
8.258253462668263545e-01 4.762545298955950784e+03
8.446048229192131274e-01 4.243170309566921787e+03
8.633842995715996782e-01 3.787683121628311710e+03
8.821637762239864511e-01 3.387494879458486594e+03
9.009432528763730019e-01 3.034933958764562249e+03
9.197227295287597748e-01 2.723619707686671063e+03
9.385022061811463256e-01 2.448127696590904179e+03
9.572816828335330985e-01 2.203838193549758671e+03
9.760611594859196494e-01 1.986771329629133106e+03
9.948406361383064223e-01 1.793538231813518223e+03
1.013620112790692973e+00 1.621194603408290277e+03
1.032399589443079746e+00 1.467220117476409087e+03
1.051179066095466297e+00 1.329427368507088204e+03
1.069958542747853070e+00 1.205931028035679674e+03
1.088738019400239621e+00 1.095067520013323929e+03
1.107517496052626393e+00 9.953872646484196594e+02
1.126296972705012944e+00 9.056490721183878350e+02
1.145076449357399717e+00 8.247472816964608455e+02
1.163855926009786268e+00 7.517218749341907369e+02
1.182635402662173041e+00 6.857175345794876193e+02
1.201414879314559592e+00 6.259936506766370030e+02
1.220194355966946143e+00 5.718853404999896384e+02
1.238973832619332915e+00 5.228150026559874277e+02
1.257753309271719466e+00 4.782625418175228447e+02
1.276532785924106239e+00 4.377744292472593202e+02
1.295312262576492790e+00 4.009408751404341160e+02
1.314091739228879563e+00 3.674016026872083671e+02
1.332871215881266336e+00 3.368333229716113806e+02
1.351650692533652887e+00 3.089506323298032271e+02
1.370430169186039659e+00 2.834952694124349932e+02
1.389209645838426210e+00 2.602377228878393112e+02
1.407989122490812983e+00 2.389716509333614738e+02
1.426768599143199534e+00 2.195122235870844634e+02
1.445548075795586307e+00 2.016936297653486747e+02
1.464327552447972858e+00 1.853665763977203653e+02
1.483107029100359631e+00 1.703961819288032018e+02
1.501886505752746181e+00 1.566609000532750713e+02
1.520665982405132732e+00 1.440519674835341561e+02
1.539445459057519505e+00 1.324705395916451778e+02
1.558224935709906056e+00 1.218266135228646903e+02
1.577004412362292829e+00 1.120392025779337217e+02
1.595783889014679380e+00 1.030337785217460720e+02
1.614563365667066153e+00 9.474380970099792876e+01
1.633342842319452703e+00 8.710794865844725621e+01
1.652122318971839476e+00 8.007160067425782302e+01
1.670901795624226027e+00 7.358525140476029947e+01
1.689681272276612800e+00 6.760303266989865278e+01
1.708460748928999351e+00 6.208426779564988607e+01
1.727240225581386124e+00 5.699087517877685372e+01
1.746019702233772675e+00 5.228888233038429689e+01
1.764799178886159448e+00 4.794686666699614364e+01
1.783578655538545998e+00 4.393595335717895267e+01
1.802358132190932771e+00 4.023044827167758086e+01
1.821137608843319322e+00 3.680580721320272630e+01
1.839917085495706095e+00 3.363993051024875314e+01
1.858696562148092646e+00 3.071295391906905792e+01
1.877476038800479419e+00 2.800616188929094008e+01
1.896255515452865970e+00 2.550223826035623986e+01
1.915034992105252742e+00 2.318554712029346732e+01
1.933814468757639293e+00 2.104147105149446517e+01
1.952593945410026066e+00 1.905693839819909385e+01
1.971373422062412617e+00 1.721882527679050767e+01
1.990152898714799390e+00 1.551561414254888227e+01
2.008932375367185941e+00 1.393655769900179031e+01
2.027711852019572714e+00 1.247126457544265854e+01
2.046491328671959042e+00 1.111006940634255891e+01
2.065270805324345815e+00 9.841877044319941703e+00
2.084050281976732588e+00 8.651328663905550442e+00
2.102829758629118917e+00 7.522494960620090154e+00
2.121609235281505690e+00 6.436046572023097490e+00
2.140388711933892463e+00 5.360672229619141582e+00
2.159168188586279236e+00 3.728413696244731845e+00
