2.999999999999999889e-01 7.148573997668941738e+05
3.197260957369070233e-01 5.364865374509673566e+05
3.394521914738140578e-01 4.099867525603802642e+05
3.591782872107210922e-01 3.182993504231203115e+05
3.789043829476281822e-01 2.505687777772939589e+05
3.986304786845351611e-01 1.996922870801308309e+05
4.183565744214422510e-01 1.609010762795615301e+05
4.380826701583492855e-01 1.309262018881992699e+05
4.578087658952563199e-01 1.074841372650068515e+05
4.775348616321633544e-01 8.894754850941487530e+04
4.972609573690703888e-01 7.414299523015599698e+04
5.169870531059774788e-01 6.221238415030742908e+04
5.367131488428844577e-01 5.251863703680672188e+04
5.564392445797915476e-01 4.458260409316496225e+04
5.761653403166986376e-01 3.803903505374078668e+04
5.958914360536056165e-01 3.260930310128418569e+04
6.156175317905125954e-01 2.807733256265449381e+04
6.353436275274196854e-01 2.427344768157624640e+04
6.550697232643267753e-01 2.106313250639274702e+04
6.747958190012337543e-01 1.834327401819918305e+04
6.945219147381407332e-01 1.602971316868110807e+04
7.142480104750479342e-01 1.404587792125486340e+04
7.339741062119549131e-01 1.234656145046991696e+04
7.537002019488618920e-01 1.088205859603423414e+04
7.734262976857689820e-01 9.615767179071501232e+03
7.931523934226760719e-01 8.517725447758964947e+03
8.128784891595830508e-01 7.561624976280574629e+03
8.326045848964900298e-01 6.727723075998405875e+03
8.523306806333972307e-01 5.998428838004691897e+03
8.720567763703042097e-01 5.358220250076913544e+03
8.917828721072111886e-01 4.795220219865642321e+03
9.115089678441181675e-01 4.298849203842766656e+03
9.312350635810253685e-01 3.860277291071580294e+03
9.509611593179323474e-01 3.471885799324200434e+03
9.706872550548393264e-01 3.127274876345476969e+03
9.904133507917465273e-01 2.820863709800394645e+03
1.010139446528653506e+00 2.547919787858153541e+03
1.029865542265560485e+00 2.304328293927730556e+03
1.049591638002467464e+00 2.086574859669671696e+03
1.069317733739374665e+00 1.891581037781198120e+03
1.089043829476281644e+00 1.716709748839193026e+03
1.108769925213188623e+00 1.559628458127718886e+03
1.128496020950095824e+00 1.418334832417651569e+03
1.148222116687002803e+00 1.291048419471477928e+03
1.167948212423909782e+00 1.176237822919157452e+03
1.187674308160816761e+00 1.072533289768827444e+03
1.207400403897723962e+00 9.787578785988624759e+02
1.227126499634630941e+00 8.938471159458235888e+02
1.246852595371537920e+00 8.168852790046519203e+02
1.266578691108445121e+00 7.470412889575801501e+02
1.286304786845352099e+00 6.835993442715109722e+02
1.306030882582259078e+00 6.259061403739174239e+02
1.325756978319166279e+00 5.733945602984501875e+02
1.345483074056073258e+00 5.255489373792094057e+02
1.365209169792980237e+00 4.819223466513362837e+02
1.384935265529887216e+00 4.421116814093722382e+02
1.404661361266794417e+00 4.057157387514023412e+02
1.424387457003701396e+00 3.724518330957631065e+02
1.444113552740608375e+00 3.420534540208676617e+02
1.463839648477515576e+00 3.141995328938766647e+02
1.483565744214422555e+00 2.886705606975738760e+02
1.503291839951329534e+00 2.652715973869624690e+02
1.523017935688236513e+00 2.438043853941135808e+02
1.542744031425143714e+00 2.240977149951531828e+02
1.562470127162050693e+00 2.059957868989499161e+02
1.582196222898957672e+00 1.893589999450990717e+02
1.601922318635864873e+00 1.740598990756876958e+02
1.621648414372771851e+00 1.599846930939233403e+02
1.641374510109678830e+00 1.470272560179938353e+02
1.661100605846585809e+00 1.350941764844405384e+02
1.680826701583493010e+00 1.240968931458573650e+02
1.700552797320399989e+00 1.139589797276632623e+02
1.720278893057306968e+00 1.046057112149766084e+02
1.740004988794214169e+00 9.597436728581402576e+01
1.759731084531121148e+00 8.800175590105860124e+01
1.779457180268028127e+00 8.063525471567622560e+01
1.799183276004935106e+00 7.382328815693470858e+01
1.818909371741842307e+00 6.751862817343753420e+01
1.838635467478749286e+00 6.168121426566577981e+01
1.858361563215656265e+00 5.626792176360116571e+01
1.878087658952563244e+00 5.124485941854901938e+01
1.897813754689470445e+00 4.658001369484041021e+01
1.917539850426377424e+00 4.224233533809767493e+01
1.937265946163284402e+00 3.820831783567847850e+01
1.956992041900191603e+00 3.445744351922275683e+01
1.976718137637098582e+00 3.097260831800124237e+01
1.996444233374005561e+00 2.774169872547998139e+01
2.016170329110912540e+00 2.475780827296932429e+01
2.035896424847819741e+00 2.201612100570390140e+01
2.055622520584726498e+00 1.951049415212815674e+01
2.075348616321633699e+00 1.723207753810755349e+01
2.095074712058540900e+00 1.516841387666793928e+01
2.114800807795447657e+00 1.330345543181528711e+01
2.134526903532354858e+00 1.161793689968713927e+01
2.154252999269261615e+00 1.008935143723133976e+01
2.173979095006168816e+00 8.692247645605503337e+00
2.193705190743076017e+00 7.399067042832951024e+00
2.213431286479982774e+00 6.173796046649813185e+00
2.233157382216889975e+00 4.954296950191328541e+00
2.252883477953797176e+00 3.068981498776720773e+00
